prompt_id,tier,family,prompt_text,clip_craft,clip_gpt4o,clip_gpt52,clip_gt
sheet__PMMA6,Simple,sheet,A sheet,0.218293,0.223309,0.223309,0.195938
sheet__PMMA8,Simple,sheet,A sheet: ~5/16",0.194787,0.212146,0.203001,0.168465
sheet__Sellotape,Simple,sheet,A sheet: Sellotape tape,0.197061,0.193377,0.218708,0.201748
sheet__Silicone3,Simple,sheet,A sheet: Sheet silicone,0.201076,0.241492,0.242922,0.194952
sheet__Spring08,Simple,sheet,A sheet: Bi-metal saw blade,0.168742,0.202716,0.197346,0.181132
sheet__Steel06,Simple,sheet,A sheet: Sheet mild steel,0.214043,0.192816,0.192971,0.183120
sk_bracket__SK10,Medium,sk_bracket,A shaft support bracket for 10.0mm rod; 20.0mm tall,0.224151,0.174670,0.208765,0.268623
sk_bracket__SK12,Medium,sk_bracket,A shaft support bracket for 12.0mm rod; 23.0mm tall,0.206753,0.216097,0.231921,0.273757
sk_bracket__SK16,Medium,sk_bracket,A shaft support bracket for 16.0mm rod; 27.0mm tall,0.176384,0.209138,0.207706,0.271468
sk_bracket__SK8,Medium,sk_bracket,A shaft support bracket for 8.0mm rod; 20.0mm tall,0.179741,0.181194,0.243464,0.269443
smd__SOIC14,Medium,smd,A smd: [8.70; 3.90; 1.25],0.156195,0.164041,0.164041,0.212219
smd__SOIC16,Medium,smd,A smd: [9.90; 3.90; 1.25],0.175444,0.170999,0.164499,0.216819
smd__SOIC18,Medium,smd,A smd: [11.40;7.50; 2.00],0.181907,0.175286,0.171983,0.207557
smd__SOIC8,Medium,smd,A smd: [4.90; 3.90; 1.25],0.174361,0.178453,0.174145,0.218108
smd__SOT223,Medium,smd,A smd: [6.5; 3.5; 1.6],0.176699,0.164256,0.149470,0.206310
smd__SOT23,Medium,smd,A smd: [3; 1.4; 1.0],0.191054,0.168528,0.168528,0.200777
smd__SOT23_6,Medium,smd,A smd: [3.0; 1.6; 1.05],0.173638,0.163239,0.178595,0.206558
smd__TSOT23_8,Medium,smd,A smd: [3.0; 1.8; 0.9 ],0.181178,0.178001,0.177138,0.213806
ssr__SSR10DA,Medium,ssr,A solid state relay module; 58.0mm x 45.0mm x 33.0mm,0.173639,0.150342,0.154040,0.177494
ssr__SSR25DA,Medium,ssr,A solid state relay module; 63.0mm x 45.0mm x 23.0mm,0.202774,0.159015,0.206387,0.177927
stepper_motor__NEMA14_36,Complex,stepper_motor,A stepper motor with 35.2mm face width and 36.0mm body length; 5.0mm diameter shaft; 26.0mm mounting hole spacing,0.245801,0.181819,0.234222,0.292558
stepper_motor__NEMA16_19,Complex,stepper_motor,A stepper motor with 39.5mm face width and 19.2mm body length; 5.0mm diameter shaft; 31.0mm mounting hole spacing,0.230544,0.189241,0.224823,0.297330
stepper_motor__NEMA17_27,Complex,stepper_motor,A stepper motor with 42.3mm face width and 26.5mm body length; 5.0mm diameter shaft; 31.0mm mounting hole spacing,0.206151,0.189019,0.222015,0.302460
stepper_motor__NEMA17_34,Complex,stepper_motor,A stepper motor with 42.3mm face width and 34.0mm body length; 5.0mm diameter shaft; 31.0mm mounting hole spacing,0.243571,0.163141,,0.297450
stepper_motor__NEMA17_40,Complex,stepper_motor,A stepper motor with 42.3mm face width and 40.0mm body length; 5.0mm diameter shaft; 31.0mm mounting hole spacing,0.225215,0.186755,0.209285,0.300842
stepper_motor__NEMA17_40L280,Complex,stepper_motor,A stepper motor with 42.3mm face width and 40.0mm body length; 8.0mm diameter shaft; 31.0mm mounting hole spacing,0.242671,0.148728,0.213947,0.211999
stepper_motor__NEMA17_47,Complex,stepper_motor,A stepper motor with 42.3mm face width and 47.0mm body length; 5.0mm diameter shaft; 31.0mm mounting hole spacing,0.211064,0.188441,0.224260,0.297023
stepper_motor__NEMA17_47L80,Complex,stepper_motor,A stepper motor with 42.3mm face width and 47.0mm body length; 5.0mm diameter shaft; 31.0mm mounting hole spacing,0.238383,0.188441,0.228585,0.267019
stepper_motor__NEMA23_51,Complex,stepper_motor,A stepper motor with 56.4mm face width and 51.2mm body length; 6.35mm diameter shaft; 47.1mm mounting hole spacing,0.209185,0.162429,0.217139,0.267600
stepper_motor__NEMA8_30,Complex,stepper_motor,A stepper motor with 20.0mm face width and 30.0mm body length; 4.0mm diameter shaft; 16.0mm mounting hole spacing,0.216330,0.204133,0.211002,0.279130
stepper_motor__NEMA8_30BH,Complex,stepper_motor,A stepper motor with 20.0mm face width and 30.0mm body length; 5.0mm diameter shaft; 16.0mm mounting hole spacing,0.182106,0.193852,0.215767,0.267720
swiss_clip__UKPFS1008_10,Medium,swiss_clip,A swiss clip,0.220050,0.205497,,0.239611
toggle__AP5236,Complex,toggle,A toggle switch; 7.0mm body diameter; 13.6mm tall,0.223827,0.202377,0.237726,0.295234
toggle__AP5236_pin,Complex,toggle,A toggle switch; 0.8mm body diameter; 4.7mm tall,0.233293,0.175514,0.223619,0.214305
toggle__CK7000_pin,Complex,toggle,A toggle switch; 0.76mm body diameter; 4.7mm tall,0.227752,0.232821,0.229806,0.216919
toggle__CK7000_tag,Complex,toggle,A toggle switch; 0.76mm body diameter; 4.7mm tall,0.219919,0.203093,0.224549,0.216919
toggle__CK7101,Complex,toggle,A toggle switch; 6.86mm body diameter; 12.7mm tall,0.223202,0.216039,0.225151,0.299193
toggle__CK7105,Complex,toggle,A toggle switch; 6.86mm body diameter; 12.7mm tall,0.233047,0.216039,0.229490,0.299207
toggle__MS332F,Complex,toggle,A toggle switch; 12.6mm body diameter; 13.1mm tall,0.177553,0.226460,0.229360,0.279399
toggle__MS332F_pin,Complex,toggle,A toggle switch; 1.0mm body diameter; 4.7mm tall,0.221088,0.181277,0.226656,0.215355
transformer__CCM300,Medium,transformer,A mains transformer; 120.0mm x 88.0mm x 120.0mm,0.188762,0.156344,0.192186,0.220065
transformer__SMALLTX,Medium,transformer,A mains transformer; 38.0mm x 32.0mm x 33.0mm,0.180385,0.160961,0.182150,0.209134
tubing__CARBONFIBER10,Medium,tubing,A tubing: Carbon fiber,0.228501,0.180550,0.240813,0.239698
tubing__HSHRNK100,Medium,tubing,A tubing: Heatshrink sleeving,0.202284,0.212832,0.198507,0.170780
tubing__HSHRNK16,Medium,tubing,A tubing: Heatshrink sleeving,0.208932,0.212832,0.199060,0.230345
tubing__HSHRNK24,Medium,tubing,A tubing: Heatshrink sleeving,0.190305,0.212832,0.211141,0.242993
tubing__HSHRNK32,Medium,tubing,A tubing: Heatshrink sleeving,0.200610,0.212832,0.204530,0.234790
tubing__HSHRNK64,Medium,tubing,A tubing: Heatshrink sleeving,0.217012,0.212832,0.202705,0.206803
tubing__NEOP85,Medium,tubing,A tubing: Neoprene tubing,0.238494,0.248512,0.226686,0.256824
tubing__PF7,Medium,tubing,A tubing: PTFE tubing,0.237617,0.217664,0.214540,0.247771
tubing__PTFE07,Medium,tubing,A tubing: PTFE sleeving,0.220396,0.206985,0.191300,0.216682
tubing__PTFE20,Medium,tubing,A tubing: PTFE sleeving,0.220396,0.206985,0.191300,0.233038
tubing__PTFE2_3,Medium,tubing,A tubing: PTFE tubing,0.238420,0.217664,0.218099,0.254024
tubing__PTFE2_4,Medium,tubing,A tubing: PTFE tubing,0.237617,0.191188,0.194976,0.249392
tubing__PTFE4_6,Medium,tubing,A tubing: PTFE tubing,0.237612,0.199140,0.218099,0.244299
tubing__PVC64,Medium,tubing,A tubing: PVC aquarium tubing,0.188952,0.246821,0.233964,0.231223
tubing__PVC85,Medium,tubing,A tubing: PVC aquarium tubing,0.228737,0.246512,0.179675,0.224758
tubing__STFE4_3p2_CLR,Medium,tubing,A tubing: PTFE heatshrink sleeving,0.235312,0.213239,0.179614,0.244122
tubing__STFE4_6p4_CLR,Medium,tubing,A tubing: PTFE heatshrink sleeving,0.228337,0.213239,0.198395,0.223901
variac__DURATRAKV5HM,Medium,variac,A variac: DURATRAK V5HM,0.163215,0.152152,0.182320,0.169499
variac__RAVISTAT1F1,Medium,variac,A variac: RAVISTAT 1F-1,0.165369,0.144527,0.156183,0.162202
washer__M2_washer,Simple,washer,A flat washer with 2.0mm inner hole; 5.0mm outer diameter; and 0.3mm thickness,0.267201,0.254438,0.257021,0.298826
washer__M2p5_washer,Simple,washer,A flat washer with 2.5mm inner hole; 5.9mm outer diameter; and 0.5mm thickness,0.264550,0.246976,0.246908,0.288785
washer__M3_penny_washer,Simple,washer,A penny washer with 3.0mm inner hole; 12.0mm outer diameter; and 0.8mm thickness,0.268379,0.265923,0.267705,0.281567
washer__M3_rubber_washer,Simple,washer,A rubber washer with 3.0mm inner hole; 10.0mm outer diameter; and 1.5mm thickness,0.285325,0.266248,0.271658,0.284795
washer__M3_washer,Simple,washer,A flat washer with 3.0mm inner hole; 7.0mm outer diameter; and 0.5mm thickness,0.267490,0.249800,0.252245,0.289450
washer__M3p5_washer,Simple,washer,A flat washer with 3.5mm inner hole; 8.0mm outer diameter; and 0.5mm thickness,0.263804,0.246495,0.245676,0.291745
washer__M4_penny_washer,Simple,washer,A penny washer with 4.0mm inner hole; 14.0mm outer diameter; and 0.8mm thickness,0.263739,0.265681,0.265235,0.287418
washer__M4_washer,Simple,washer,A flat washer with 4.0mm inner hole; 9.0mm outer diameter; and 0.8mm thickness,0.264467,0.246271,0.246833,0.292462
washer__M5_penny_washer,Simple,washer,A penny washer with 5.0mm inner hole; 20.0mm outer diameter; and 1.4mm thickness,0.270209,0.267700,0.269092,0.289380
washer__M5_washer,Simple,washer,A flat washer with 5.0mm inner hole; 10.0mm outer diameter; and 1.0mm thickness,0.255504,0.230976,0.230817,0.292267
washer__M6_penny_washer,Simple,washer,A penny washer with 6.0mm inner hole; 26.0mm outer diameter; and 1.5mm thickness,0.270091,0.274432,0.272455,0.292068
washer__M6_washer,Simple,washer,A flat washer with 6.0mm inner hole; 12.5mm outer diameter; and 1.5mm thickness,0.248178,0.221269,0.235198,0.275856
washer__M8_penny_washer,Simple,washer,A penny washer with 8.0mm inner hole; 30.0mm outer diameter; and 1.5mm thickness,0.269708,0.262444,0.264759,0.283789
washer__M8_washer,Simple,washer,A flat washer with 8.0mm inner hole; 17.0mm outer diameter; and 1.6mm thickness,0.262861,0.235613,0.238059,0.291616
