prompt_id,tier,family,prompt_text,clip_craft,clip_gpt4o,clip_gpt52,clip_gt
sheet__PMMA6,Simple,sheet,A sheet,0.213045,0.223309,0.223309,0.195931
sheet__PMMA8,Simple,sheet,A sheet: ~5/16",0.206495,0.212146,0.203000,0.168465
sheet__Sellotape,Simple,sheet,A sheet: Sellotape tape,0.208617,0.193377,0.218708,0.201811
sheet__Silicone3,Simple,sheet,A sheet: Sheet silicone,0.235079,0.241493,0.242922,0.195015
sheet__Spring08,Simple,sheet,A sheet: Bi-metal saw blade,0.232665,0.202716,0.197346,0.181145
sheet__Steel06,Simple,sheet,A sheet: Sheet mild steel,0.230777,0.192816,0.192972,0.183120
sk_bracket__SK10,Medium,sk_bracket,A shaft support bracket for 10.0mm rod; 20.0mm tall,0.227099,0.174671,0.208766,0.268671
sk_bracket__SK12,Medium,sk_bracket,A shaft support bracket for 12.0mm rod; 23.0mm tall,0.232725,0.216097,0.231921,0.274076
sk_bracket__SK16,Medium,sk_bracket,A shaft support bracket for 16.0mm rod; 27.0mm tall,0.224135,0.209138,0.207707,0.271472
sk_bracket__SK8,Medium,sk_bracket,A shaft support bracket for 8.0mm rod; 20.0mm tall,0.175327,0.181194,0.243464,0.269464
smd__SOIC14,Medium,smd,A smd: [8.70; 3.90; 1.25],0.158938,0.164041,0.164041,0.212225
smd__SOIC16,Medium,smd,A smd: [9.90; 3.90; 1.25],0.192663,0.170999,0.164499,0.216820
smd__SOIC18,Medium,smd,A smd: [11.40;7.50; 2.00],0.177871,0.175286,0.171983,0.207553
smd__SOIC8,Medium,smd,A smd: [4.90; 3.90; 1.25],0.180808,0.178454,0.174145,0.218142
smd__SOT223,Medium,smd,A smd: [6.5; 3.5; 1.6],0.184270,0.164256,0.149470,0.206274
smd__SOT23,Medium,smd,A smd: [3; 1.4; 1.0],0.192234,0.168528,0.168528,0.200760
smd__SOT23_6,Medium,smd,A smd: [3.0; 1.6; 1.05],0.183668,0.163239,0.178595,0.206558
smd__TSOT23_8,Medium,smd,A smd: [3.0; 1.8; 0.9 ],0.169851,0.178002,0.177138,0.213806
ssr__SSR10DA,Medium,ssr,A solid state relay module; 58.0mm x 45.0mm x 33.0mm,0.218924,0.150342,0.154040,0.177144
ssr__SSR25DA,Medium,ssr,A solid state relay module; 63.0mm x 45.0mm x 23.0mm,0.189945,0.159015,0.206388,0.177786
stepper_motor__NEMA14_36,Complex,stepper_motor,A stepper motor with 35.2mm face width and 36.0mm body length; 5.0mm diameter shaft; 26.0mm mounting hole spacing,0.244370,0.181819,0.234223,0.292183
stepper_motor__NEMA16_19,Complex,stepper_motor,A stepper motor with 39.5mm face width and 19.2mm body length; 5.0mm diameter shaft; 31.0mm mounting hole spacing,0.237530,0.189241,0.224824,0.297254
stepper_motor__NEMA17_27,Complex,stepper_motor,A stepper motor with 42.3mm face width and 26.5mm body length; 5.0mm diameter shaft; 31.0mm mounting hole spacing,0.196179,0.189020,0.222015,0.304120
stepper_motor__NEMA17_34,Complex,stepper_motor,A stepper motor with 42.3mm face width and 34.0mm body length; 5.0mm diameter shaft; 31.0mm mounting hole spacing,0.238411,0.163141,,0.297204
stepper_motor__NEMA17_40,Complex,stepper_motor,A stepper motor with 42.3mm face width and 40.0mm body length; 5.0mm diameter shaft; 31.0mm mounting hole spacing,0.202176,0.186756,0.209285,0.299676
stepper_motor__NEMA17_40L280,Complex,stepper_motor,A stepper motor with 42.3mm face width and 40.0mm body length; 8.0mm diameter shaft; 31.0mm mounting hole spacing,0.199476,0.148728,0.213948,0.211908
stepper_motor__NEMA17_47,Complex,stepper_motor,A stepper motor with 42.3mm face width and 47.0mm body length; 5.0mm diameter shaft; 31.0mm mounting hole spacing,0.229857,0.188441,0.224260,0.296596
stepper_motor__NEMA17_47L80,Complex,stepper_motor,A stepper motor with 42.3mm face width and 47.0mm body length; 5.0mm diameter shaft; 31.0mm mounting hole spacing,0.240855,0.188441,0.228586,0.266840
stepper_motor__NEMA23_51,Complex,stepper_motor,A stepper motor with 56.4mm face width and 51.2mm body length; 6.35mm diameter shaft; 47.1mm mounting hole spacing,0.218837,0.162429,0.217139,0.267195
stepper_motor__NEMA8_30,Complex,stepper_motor,A stepper motor with 20.0mm face width and 30.0mm body length; 4.0mm diameter shaft; 16.0mm mounting hole spacing,0.180630,0.204133,0.211003,0.279286
stepper_motor__NEMA8_30BH,Complex,stepper_motor,A stepper motor with 20.0mm face width and 30.0mm body length; 5.0mm diameter shaft; 16.0mm mounting hole spacing,0.232414,0.193852,0.215767,0.267556
swiss_clip__UKPFS1008_10,Medium,swiss_clip,A swiss clip,0.211274,0.205497,,0.238980
toggle__AP5236,Complex,toggle,A toggle switch; 7.0mm body diameter; 13.6mm tall,0.247115,0.202377,0.237727,0.295202
toggle__AP5236_pin,Complex,toggle,A toggle switch; 0.8mm body diameter; 4.7mm tall,0.223280,0.175514,0.223619,0.214304
toggle__CK7000_pin,Complex,toggle,A toggle switch; 0.76mm body diameter; 4.7mm tall,0.214911,0.232821,0.229806,0.216918
toggle__CK7000_tag,Complex,toggle,A toggle switch; 0.76mm body diameter; 4.7mm tall,0.234028,0.203093,0.224549,0.216918
toggle__CK7101,Complex,toggle,A toggle switch; 6.86mm body diameter; 12.7mm tall,0.203212,0.216039,0.225151,0.299108
toggle__CK7105,Complex,toggle,A toggle switch; 6.86mm body diameter; 12.7mm tall,0.230604,0.216039,0.229491,0.299023
toggle__MS332F,Complex,toggle,A toggle switch; 12.6mm body diameter; 13.1mm tall,0.207837,0.226461,0.229360,0.279396
toggle__MS332F_pin,Complex,toggle,A toggle switch; 1.0mm body diameter; 4.7mm tall,0.233125,0.181277,0.226657,0.215355
transformer__CCM300,Medium,transformer,A mains transformer; 120.0mm x 88.0mm x 120.0mm,0.209843,0.156344,0.192186,0.218961
transformer__SMALLTX,Medium,transformer,A mains transformer; 38.0mm x 32.0mm x 33.0mm,0.175088,0.160961,0.182150,0.208772
tubing__CARBONFIBER10,Medium,tubing,A tubing: Carbon fiber,0.220678,0.180550,0.240813,0.236578
tubing__HSHRNK100,Medium,tubing,A tubing: Heatshrink sleeving,,0.212832,0.198507,0.170285
tubing__HSHRNK16,Medium,tubing,A tubing: Heatshrink sleeving,0.219152,0.212832,0.199061,0.230426
tubing__HSHRNK24,Medium,tubing,A tubing: Heatshrink sleeving,0.216697,0.212832,0.211141,0.242854
tubing__HSHRNK32,Medium,tubing,A tubing: Heatshrink sleeving,0.208568,0.212832,0.204530,0.235063
tubing__HSHRNK64,Medium,tubing,A tubing: Heatshrink sleeving,0.211455,0.212832,0.202705,0.206676
tubing__NEOP85,Medium,tubing,A tubing: Neoprene tubing,0.248529,0.248512,0.226686,0.256961
tubing__PF7,Medium,tubing,A tubing: PTFE tubing,0.238215,0.217664,0.214540,0.249548
tubing__PTFE07,Medium,tubing,A tubing: PTFE sleeving,0.224508,0.206986,0.191300,0.216473
tubing__PTFE20,Medium,tubing,A tubing: PTFE sleeving,0.224508,0.206986,0.191300,0.237699
tubing__PTFE2_3,Medium,tubing,A tubing: PTFE tubing,0.238194,0.217664,0.218099,0.256051
tubing__PTFE2_4,Medium,tubing,A tubing: PTFE tubing,0.238215,0.191187,0.194976,0.246791
tubing__PTFE4_6,Medium,tubing,A tubing: PTFE tubing,0.238127,0.199140,0.218099,0.239380
tubing__PVC64,Medium,tubing,A tubing: PVC aquarium tubing,0.237773,0.246822,0.233964,0.229969
tubing__PVC85,Medium,tubing,A tubing: PVC aquarium tubing,0.204908,0.246513,0.179675,0.217182
tubing__STFE4_3p2_CLR,Medium,tubing,A tubing: PTFE heatshrink sleeving,0.230669,0.213240,0.179614,0.236332
tubing__STFE4_6p4_CLR,Medium,tubing,A tubing: PTFE heatshrink sleeving,0.235527,0.213240,0.198395,0.206451
variac__DURATRAKV5HM,Medium,variac,A variac: DURATRAK V5HM,0.165457,0.152151,0.182320,0.169472
variac__RAVISTAT1F1,Medium,variac,A variac: RAVISTAT 1F-1,0.160886,0.144527,0.156183,0.162154
washer__M2_washer,Simple,washer,A flat washer with 2.0mm inner hole; 5.0mm outer diameter; and 0.3mm thickness,0.267186,0.254438,0.257021,0.299111
washer__M2p5_washer,Simple,washer,A flat washer with 2.5mm inner hole; 5.9mm outer diameter; and 0.5mm thickness,0.264557,0.246976,0.246908,0.288785
washer__M3_penny_washer,Simple,washer,A penny washer with 3.0mm inner hole; 12.0mm outer diameter; and 0.8mm thickness,0.268468,0.265924,0.267706,0.281340
washer__M3_rubber_washer,Simple,washer,A rubber washer with 3.0mm inner hole; 10.0mm outer diameter; and 1.5mm thickness,0.285813,0.266249,0.271659,0.284803
washer__M3_washer,Simple,washer,A flat washer with 3.0mm inner hole; 7.0mm outer diameter; and 0.5mm thickness,0.183887,0.249801,0.252245,0.289428
washer__M3p5_washer,Simple,washer,A flat washer with 3.5mm inner hole; 8.0mm outer diameter; and 0.5mm thickness,0.263778,0.246495,0.245677,0.291731
washer__M4_penny_washer,Simple,washer,A penny washer with 4.0mm inner hole; 14.0mm outer diameter; and 0.8mm thickness,0.263799,0.265681,0.265236,0.287417
washer__M4_washer,Simple,washer,A flat washer with 4.0mm inner hole; 9.0mm outer diameter; and 0.8mm thickness,0.264371,0.246272,0.246834,0.292462
washer__M5_penny_washer,Simple,washer,A penny washer with 5.0mm inner hole; 20.0mm outer diameter; and 1.4mm thickness,0.270388,0.267700,0.269092,0.289380
washer__M5_washer,Simple,washer,A flat washer with 5.0mm inner hole; 10.0mm outer diameter; and 1.0mm thickness,0.255589,0.230976,0.230817,0.292267
washer__M6_penny_washer,Simple,washer,A penny washer with 6.0mm inner hole; 26.0mm outer diameter; and 1.5mm thickness,0.270134,0.274432,0.272455,0.292068
washer__M6_washer,Simple,washer,A flat washer with 6.0mm inner hole; 12.5mm outer diameter; and 1.5mm thickness,0.247995,0.221269,0.235198,0.275856
washer__M8_penny_washer,Simple,washer,A penny washer with 8.0mm inner hole; 30.0mm outer diameter; and 1.5mm thickness,0.219620,0.262444,0.264759,0.283789
washer__M8_washer,Simple,washer,A flat washer with 8.0mm inner hole; 17.0mm outer diameter; and 1.6mm thickness,0.262959,0.235613,0.238059,0.291539
